i2t_R@1,i2t_R@5,i2t_R@10,t2i_R@1,t2i_R@5,t2i_R@10,k
0.7000000000000001,0.7000000000000001,1.3,0.6,2.9000000000000004,4.5,10
0.5,0.5,0.8999999999999999,0.1,0.8,1.2,20
0.7000000000000001,0.7000000000000001,1.0999999999999999,0.1,1.0,1.7000000000000002,30
2.1999999999999997,2.1999999999999997,3.3000000000000003,0.1,0.4,1.0,50
2.5,2.5,4.3,0.0,0.5,0.8999999999999999,70
3.3000000000000003,3.3000000000000003,5.2,0.1,0.5,0.8999999999999999,100
